edad,ciudad,estrato_socioeconomico,nivel_educacion,estado_civil,personas_a_cargo,tipo_empleo,antiguedad_empleo,salario_mensual,egresos_mensuales,numero_demandas,puntaje_datacredito,numero_propiedades,patrimonio_total,saldo_promedio_banco,valor_inmueble,anos_inmueble,porcentaje_cuota_inicial,valor_cuota_inicial,monto_credito,ltv,plazo_credito,tasa_interes_anual,cuota_mensual,dti,capacidad_ahorro,capacidad_residual,ratio_cuota_ingreso,ratio_patrimonio_deuda,meses_colchon,ratio_cuota_ahorro,ratio_egreso_salario,score_edad,flag_sobreendeudamiento,score_estabilidad_laboral,riesgo_legal,educacion_x_salario,edad_x_antiguedad,ltv_x_puntaje,grupo_edad,rango_salarial,categoria_puntaje,nivel_ltv,nivel_dti,puntaje_riesgo,nivel_riesgo,rechazo_automatico
55,Bogotá,3,Posgrado,Unión Libre,2,Formal,25.5,6297000,4479000,2,650,2,648800000,55800000,132000000,18,26,34320000.0,97680000.0,74.0,13,10.89,1173000,18.63,1818000,645000,18.63,6.642096642096642,47.570332480818415,0.6452145214521452,71.12910909957122,40,0,125.0,98.16843611112658,25.188,1402.5,185.0,Adulto,Medio,Regular,Medio,Excelente,77.0,Bajo,False
60,Bogotá,4,Posgrado,Casado,1,Independiente,14.5,8294000,5401000,0,850,1,546000000,44250000,213000000,3,17,36210000.0,176790000.0,83.0,12,9.28,2039900,24.59,2893000,853100,24.59,3.0884099779399286,21.69223981567724,0.7051157967507777,65.11936339522546,-40,0,110.0,0.0,33.176,870.0,41.5,Adulto Mayor,Medio-Alto,Muy Bueno,Alto,Bueno,90.0,Bajo,False
44,Medellín,3,Profesional,Casado,4,Formal,5.5,6187000,4585000,0,827,0,206200000,36310000,105000000,9,17,17850000.0,87150000.0,83.0,18,8.74,802000,12.96,1602000,800000,12.96,2.366035570854848,45.27431421446384,0.5006242197253433,74.106998545337,40,0,80.0,0.0,18.561,242.0,60.59,Adulto,Medio,Muy Bueno,Alto,Excelente,86.25,Bajo,False
43,Bogotá,2,Técnico,Casado,2,Informal,4.5,1714000,1188000,0,781,1,88700000,2050000,55000000,0,16,8800000.0,46200000.0,84.0,18,10.47,476000,27.77,526000,50000,27.77,1.91991341991342,4.30672268907563,1.1121495327102804,69.31155192532088,40,0,45.0,0.0,3.428,193.5,99.96,Adulto,Muy Bajo,Bueno,Alto,Aceptable,51.6,Medio,False
22,Medellín,1,Técnico,Soltero,2,Formal,4.0,2137000,1360900,0,768,0,2000000,3440000,82000000,26,10,8200000.0,73800000.0,90.0,21,10.49,726100,33.98,776100,50000,33.98,0.02710027100271003,4.737639443602809,1.3597378277153558,63.682732802994856,-30,0,65.0,0.0,4.274,88.0,118.8,Joven,Bajo,Bueno,Alto,Límite,46.0,Medio,False
32,Medellín,3,Técnico,Unión Libre,4,Informal,3.0,2039000,1275400,0,744,0,29100000,5840000,78000000,2,10,7800000.0,64154475.605071075,82.24932769880907,18,11.71,713600,35.0,763600,50000,35.0,0.4535926718369092,8.183856502242152,1.3992156862745098,62.550269740068664,40,0,30.0,0.0,4.078,96.0,128.30895121014214,Adulto Joven,Bajo,Bueno,Alto,Límite,40.4,Alto,False
30,Cartagena,4,Profesional,Unión Libre,0,Informal,0.5,3450000,1898000,0,778,0,53700000,18990000,116000000,12,13,15080000.0,100920000.0,87.0,21,10.88,1019900,29.56,1552000,532100,29.56,0.5321046373365041,18.619472497303658,0.6571520618556701,55.01449275362319,40,0,5.0,0.0,10.350000000000001,15.0,106.14,Joven,Bajo,Bueno,Alto,Aceptable,68.4,Bajo,False
31,Medellín,3,Profesional,Casado,1,Formal,9.5,5439000,3557000,1,798,0,104800000,38440000,135000000,4,18,24300000.0,110700000.0,82.0,17,9.57,1100500,20.23,1882000,781500,20.23,0.9467028003613369,34.929577464788736,0.584750265674814,65.39805111233683,40,0,120.0,86.46647167633873,16.317,294.5,83.64,Adulto Joven,Medio,Bueno,Alto,Bueno,84.25,Bajo,False
36,Otras,2,Bachiller,Casado,1,Informal,4.0,1397000,988300,0,786,0,17900000,3180000,39000000,11,10,3900000.0,35100000.0,90.0,24,11.47,358700,25.68,408700,50000,25.68,0.50997150997151,8.865347086701979,1.0277936962750716,70.7444523979957,40,0,40.0,0.0,1.397,144.0,102.6,Adulto Joven,Muy Bajo,Bueno,Alto,Aceptable,48.2,Medio,False
33,Bogotá,3,Profesional,Unión Libre,2,Formal,5.0,6438000,4157000,0,819,1,282200000,40650000,126000000,28,21,26460000.0,99540000.0,79.0,21,8.56,852200,13.24,2281000,1428800,13.24,2.835041189471569,47.70007040600798,0.37360806663743973,64.56974215594904,40,0,75.0,0.0,19.314,165.0,63.99,Adulto Joven,Medio,Muy Bueno,Medio,Excelente,89.5,Bajo,False
22,Cali,4,Bachiller,Soltero,0,Formal,1.5,3365000,2021000,1,718,0,7200000,29330000,123000000,49,14,17220000.0,105780000.0,86.0,22,10.41,1022200,30.38,1344000,321800,30.38,0.06806579693703914,28.693015065544902,0.7605654761904762,60.059435364041605,-30,0,40.0,86.46647167633873,3.365,33.0,156.52,Joven,Bajo,Bueno,Alto,Límite,52.25,Medio,False
45,Bogotá,2,Bachiller,Casado,0,Formal,12.5,3263000,2328000,0,803,0,105100000,6910000,90000000,57,15,13500000.0,76500000.0,85.0,15,9.24,786900,24.12,935000,148100,24.12,1.3738562091503268,8.781293684076758,0.8416042780748663,71.34538768004903,40,0,125.0,0.0,3.263,562.5,82.45,Adulto,Bajo,Muy Bueno,Alto,Bueno,83.0,Bajo,False
27,Cartagena,1,Técnico,Casado,1,Formal,6.5,2252000,1689000,2,650,0,11200000,6810000,36000000,58,14,5040000.000000001,30960000.0,86.0,25,11.69,319000,14.17,563000,244000,14.17,0.36175710594315247,21.34796238244514,0.566607460035524,75.0,10,0,90.0,98.16843611112658,4.504,175.5,215.0,Joven,Bajo,Regular,Alto,Excelente,62.75,Medio,False
40,Otras,2,Bachiller,Unión Libre,2,Independiente,18.0,1912000,1280600,0,776,0,30700000,3240000,59000000,18,10,5900000.0,53100000.0,90.0,16,10.78,581400,30.41,631400,50000,30.41,0.5781544256120528,5.572755417956657,1.2163179916317992,66.97698744769875,40,0,110.0,0.0,1.912,720.0,111.6,Adulto Joven,Muy Bajo,Bueno,Alto,Límite,52.0,Medio,False
58,Bucaramanga,1,Técnico,Casado,2,Formal,12.0,2205000,1654000,0,760,0,65300000,3480000,34000000,28,17,5780000.0,28220000.0,83.0,10,9.56,366100,16.6,551000,184900,16.6,2.313961729270021,9.50559956296094,0.6644283121597097,75.01133786848072,-24,0,125.0,0.0,4.41,696.0,116.2,Adulto Mayor,Bajo,Bueno,Alto,Excelente,78.0,Bajo,False
28,Cali,1,Bachiller,Unión Libre,1,Informal,1.5,2332000,1691900,0,752,0,17100000,6750000,64000000,23,10,6400000.0,57600000.0,90.0,21,11.08,590100,25.3,640100,50000,25.3,0.296875,11.438739196746313,1.0121783876500858,72.55145797598628,10,0,15.0,0.0,2.332,42.0,133.2,Joven,Bajo,Bueno,Alto,Aceptable,46.2,Medio,False
22,Medellín,3,Bachiller,Soltero,0,Informal,0.5,1935000,1113000,1,679,0,2600000,12250000,74000000,11,10,7400000.0,65218117.40890688,88.1325910931174,29,12.08,677300,35.0,822000,144700,35.0,0.03986622281195925,18.086520005905804,0.8239659367396593,57.519379844961236,-30,0,5.0,86.46647167633873,1.935,11.0,194.77302631578948,Joven,Muy Bajo,Regular,Alto,Límite,40.4,Alto,False
35,Pereira,2,Profesional,Soltero,0,Informal,8.0,3604000,2420000,2,650,0,41400000,19610000,68000000,24,22,14960000.0,53040000.0,78.0,23,11.64,553000,15.34,1184000,631000,15.34,0.7805429864253394,35.46112115732369,0.4670608108108108,67.14761376248613,40,0,80.0,98.16843611112658,10.812000000000001,280.0,195.0,Adulto Joven,Medio-Bajo,Regular,Medio,Excelente,68.4,Bajo,False
49,Ibagué,5,Profesional,Soltero,0,Formal,7.0,5768000,3088000,0,850,2,606700000,49380000,156000000,2,16,24960000.0,131040000.0,84.0,18,9.01,1227900,21.29,2680000,1452100,21.29,4.629884004884005,40.21500122159785,0.4581716417910448,53.536754507628295,40,0,95.0,0.0,17.304,343.0,42.0,Adulto,Medio,Muy Bueno,Alto,Bueno,88.5,Bajo,False
57,Otras,4,Profesional,Casado,0,Formal,28.0,4108000,2408000,0,840,0,270600000,22740000,78000000,23,18,14040000.0,63960000.0,82.0,14,8.89,666800,16.23,1700000,1033200,16.23,4.230769230769231,34.10317936412717,0.39223529411764707,58.61733203505355,-16,0,125.0,0.0,12.323999999999998,1596.0,49.2,Adulto Mayor,Medio-Bajo,Muy Bueno,Alto,Excelente,93.0,Bajo,False
25,Medellín,5,Profesional,Soltero,1,Formal,5.0,6244000,3225000,0,833,1,268300000,81360000,182000000,0,21,38220000.0,143780000.0,79.0,28,8.69,1142300,18.29,3019000,1876700,18.29,1.8660453470580052,71.22472205200035,0.37837032129844317,51.64958360025624,10,0,75.0,0.0,18.732,125.0,52.93,Joven,Medio,Muy Bueno,Medio,Excelente,89.5,Bajo,False
42,Otras,2,Profesional,Soltero,0,Formal,15.0,3729000,2637000,0,848,0,106800000,24160000,59000000,1,18,10620000.0,48380000.0,82.0,13,8.84,522800,14.02,1092000,569200,14.02,2.2075237701529558,46.21270084162204,0.4787545787545788,70.71600965406274,40,0,125.0,0.0,11.187000000000001,630.0,42.64,Adulto,Medio-Bajo,Muy Bueno,Alto,Excelente,93.0,Bajo,False
33,Bogotá,2,Técnico,Casado,2,Formal,3.0,3043000,2043100,0,794,0,35300000,5770000,106000000,2,10,10600000.0,95400000.0,90.0,20,10.46,949900,31.22,999900,50000,31.22,0.370020964360587,6.074323613011896,1.2482260183968463,67.14097929674662,40,0,55.0,0.0,6.086,99.0,95.4,Adulto Joven,Bajo,Bueno,Alto,Límite,44.5,Alto,False
36,Bogotá,3,Profesional,Casado,0,Formal,5.5,5248000,2970000,0,850,1,238200000,57690000,136000000,1,24,32640000.0,103360000.0,76.0,23,8.54,856600,16.32,2278000,1421400,16.32,2.304566563467492,67.34765351389213,0.3760316066725198,56.59298780487805,40,0,80.0,0.0,15.744,198.0,38.0,Adulto Joven,Medio,Muy Bueno,Medio,Excelente,90.25,Bajo,False
64,Bogotá,3,Bachiller,Unión Libre,0,Informal,18.0,2811000,1697000,1,700,1,194700000,22250000,93000000,15,24,22320000.0,70680000.0,76.0,11,10.96,923700,32.86,1114000,190300,32.86,2.7546689303904923,24.087907329219444,0.8291741472172351,60.36997509782995,-72,0,100.0,86.46647167633873,2.811,1152.0,152.0,Adulto Mayor,Bajo,Regular,Medio,Límite,57.0,Medio,False
22,Bogotá,3,Técnico,Unión Libre,0,Formal,1.5,5322000,3185000,0,794,0,10700000,35060000,153000000,12,14,21420000.000000004,131580000.0,86.0,29,9.9,1151500,21.64,2137000,985500,21.64,0.08131934944520444,30.447242726877985,0.5388394946186242,59.84592258549417,-30,0,40.0,0.0,10.644,33.0,91.16,Joven,Medio,Bueno,Alto,Bueno,75.25,Bajo,False
40,Cartagena,4,Bachiller,Soltero,0,Informal,10.5,3335000,2148000,0,821,2,284300000,12290000,79000000,0,18,14220000.0,64780000.0,82.0,19,9.72,623900,18.71,1187000,563100,18.71,4.388700216116085,19.698669658599133,0.5256107834877843,64.40779610194902,40,0,100.0,0.0,3.335,420.0,64.78,Adulto Joven,Bajo,Muy Bueno,Alto,Excelente,86.0,Bajo,False
42,Cúcuta,2,Bachiller,Casado,4,Informal,6.0,1653000,1180500,0,755,0,44100000,2480000,46000000,5,11,5060000.0,40940000.0,89.0,19,10.77,422500,25.56,472500,50000,25.56,1.0771861260381046,5.8698224852071,1.023002421307506,71.41560798548095,40,0,60.0,0.0,1.653,252.0,129.05,Adulto,Muy Bajo,Bueno,Alto,Aceptable,52.8,Medio,False
48,Cartagena,2,Técnico,Unión Libre,1,Formal,13.0,3537000,2601000,0,820,0,82800000,8620000,66000000,15,18,11880000.0,54120000.0,82.0,11,8.84,642500,18.17,936000,293500,18.17,1.5299334811529934,13.416342412451362,0.6864316239316239,73.53689567430025,40,0,125.0,0.0,7.074,624.0,65.6,Adulto,Medio-Bajo,Muy Bueno,Alto,Excelente,88.0,Bajo,False
38,Cali,3,Bachiller,Casado,2,Informal,2.5,2293000,1720000,2,650,1,157500000,2960000,61000000,13,24,14640000.0,46360000.0,76.0,23,11.4,475400,20.73,573000,97600,20.73,3.39732528041415,6.226335717290703,0.8296684118673647,75.01090274749237,40,0,25.0,98.16843611112658,2.293,95.0,190.0,Adulto Joven,Bajo,Regular,Medio,Bueno,49.0,Medio,False
41,Medellín,2,Profesional,Casado,2,Informal,14.5,3088000,2316000,0,808,0,75200000,4850000,81000000,32,11,8910000.0,72090000.0,89.0,19,10.26,719700,23.31,772000,52300,23.31,1.0431405187959495,6.738918994025289,0.9322538860103627,75.0,40,0,100.0,0.0,9.264,594.5,81.88,Adulto,Bajo,Muy Bueno,Alto,Bueno,71.0,Bajo,False
34,Barranquilla,5,Posgrado,Unión Libre,2,Formal,4.5,8861000,4492000,1,776,2,703300000,62000000,284000000,14,20,56800000.0,227200000.0,80.0,16,9.82,2350900,26.53,4369000,2018100,26.53,3.0955105633802815,26.372878472074525,0.5380865186541542,50.69405259000113,40,0,70.0,86.46647167633873,35.444,153.0,99.2,Adulto Joven,Medio-Alto,Bueno,Medio,Aceptable,71.75,Bajo,False
40,Medellín,5,Técnico,Unión Libre,3,Formal,19.5,6296000,4056000,0,845,1,338200000,35500000,189000000,14,20,37800000.0,151200000.0,80.0,10,8.91,1908000,30.3,2240000,332000,30.3,2.236772486772487,18.60587002096436,0.8517857142857143,64.42185514612451,40,0,125.0,0.0,12.592,780.0,44.0,Adulto Joven,Medio,Muy Bueno,Medio,Límite,78.0,Bajo,False
34,Pereira,2,Profesional,Casado,4,Independiente,2.5,3711000,2783000,3,605,0,63700000,8540000,63000000,59,17,10710000.0,52290000.0,83.0,23,11.43,537300,14.48,928000,390700,14.48,1.2182061579651942,15.89428624604504,0.5789870689655172,74.99326327135543,40,0,35.0,99.75212478233337,11.133,85.0,244.85,Adulto Joven,Medio-Bajo,Regular,Alto,Excelente,51.0,Medio,False
44,Barranquilla,5,Profesional,Unión Libre,3,Formal,7.5,5671000,3649000,0,848,1,507400000,36350000,176000000,28,19,33440000.0,142560000.0,81.0,17,8.91,1359000,23.96,2022000,663000,23.96,3.559203142536476,26.747608535688006,0.672106824925816,64.34491271380709,40,0,100.0,0.0,17.013,330.0,42.12,Adulto,Medio,Muy Bueno,Alto,Bueno,89.25,Bajo,False
34,Barranquilla,3,Bachiller,Unión Libre,2,Informal,2.0,2160000,1386000,1,700,0,48400000,7720000,76000000,4,11,8360000.0,67640000.0,89.0,21,11.74,724000,33.52,774000,50000,33.52,0.7155529272619752,10.662983425414364,1.3407407407407408,64.16666666666667,40,0,20.0,86.46647167633873,2.16,68.0,178.0,Adulto Joven,Bajo,Regular,Alto,Límite,36.6,Alto,False
41,Cali,2,Profesional,Unión Libre,2,Formal,3.5,3559000,2595100,0,850,0,95000000,8530000,98000000,10,13,12740000.0,85260000.0,87.0,14,9.39,913900,25.68,963900,50000,25.68,1.114238798967863,9.333625123098807,1.0268539325842696,72.91654959258219,40,0,60.0,0.0,10.677,143.5,43.5,Adulto,Medio-Bajo,Muy Bueno,Alto,Aceptable,58.25,Medio,False
37,Manizales,2,Técnico,Soltero,0,Informal,4.0,2567000,1832000,0,783,0,30400000,3910000,65000000,28,10,6500000.0,58500000.0,90.0,23,11.15,589500,22.96,735000,145500,22.96,0.5196581196581197,6.632739609838847,0.8020408163265306,71.36735488897546,40,0,40.0,0.0,5.134,148.0,105.3,Adulto Joven,Bajo,Bueno,Alto,Bueno,63.2,Medio,False
49,Bogotá,3,Técnico,Casado,2,Formal,15.0,5014000,3747000,2,650,0,228700000,18450000,140000000,2,22,30800000.0,109200000.0,78.0,18,11.11,1171000,23.35,1267000,96000,23.35,2.0943223443223444,15.755764304013663,0.9242304656669298,74.73075388911049,40,0,125.0,98.16843611112658,10.028,735.0,195.0,Adulto,Medio,Regular,Medio,Bueno,62.0,Medio,False
37,Medellín,4,Técnico,Casado,2,Formal,6.0,4060000,2839000,0,846,1,248200000,21280000,101000000,34,19,19190000.0,81810000.0,81.0,18,8.97,764600,18.83,1221000,456400,18.83,3.0338589414497004,27.831545906356265,0.6262080262080262,69.92610837438423,40,0,85.0,0.0,8.12,222.0,43.74,Adulto Joven,Medio-Bajo,Muy Bueno,Alto,Excelente,82.0,Bajo,False
22,Cartagena,2,Técnico,Soltero,0,Informal,3.0,1655000,1124000,0,755,0,2300000,7470000,51000000,31,10,5100000.0,45900000.0,90.0,21,11.27,476200,28.77,531000,54800,28.77,0.05010893246187364,15.686686266274675,0.8967984934086629,67.9154078549849,-30,0,30.0,0.0,3.31,66.0,130.5,Joven,Muy Bajo,Bueno,Alto,Aceptable,52.4,Medio,False
50,Medellín,4,Profesional,Unión Libre,3,Formal,20.0,4096000,2612400,0,850,1,318000000,23330000,173000000,17,21,36330000.0,121198881.6033651,70.05715699616479,11,8.76,1433600,35.0,1483600,50000,35.0,2.62378658774002,16.273716517857142,1.4,63.779296875,40,0,125.0,0.0,12.288,1000.0,35.028578498082396,Adulto,Medio-Bajo,Muy Bueno,Medio,Límite,67.0,Bajo,False
28,Manizales,2,Bachiller,Soltero,0,Informal,1.5,1517000,936000,2,612,0,8000000,2100000,59000000,45,10,5900000.0,48794470.40498442,82.702492211838,26,12.55,531000,35.0,581000,50000,35.0,0.16395300396953974,3.9548022598870056,1.330827067669173,61.700725115359255,10,0,15.0,98.16843611112658,1.517,42.0,238.18317757009348,Joven,Muy Bajo,Regular,Alto,Límite,24.2,Alto,False
31,Bogotá,4,Técnico,Unión Libre,4,Informal,3.5,3375000,2433400,0,782,0,57200000,13450000,97000000,0,13,12610000.0,84390000.0,87.0,18,10.87,891600,26.42,941600,50000,26.42,0.6778054271833156,15.085240017945267,1.056398104265403,72.10074074074075,40,0,35.0,0.0,6.75,108.5,102.66,Adulto Joven,Bajo,Bueno,Alto,Aceptable,50.8,Medio,False
32,Medellín,4,Bachiller,Unión Libre,1,Informal,5.0,3641000,2316600,1,686,1,164800000,18800000,152000000,10,17,25840000.0,117129532.2745155,77.05890281218124,19,11.6,1274400,35.0,1324400,50000,35.0,1.4069893117455607,14.75204017576899,1.2360814742967992,63.625377643504535,40,0,50.0,86.46647167633873,3.641,160.0,164.90605201806787,Adulto Joven,Medio-Bajo,Regular,Medio,Límite,38.0,Alto,False
51,Manizales,2,Técnico,Casado,0,Informal,17.5,3064000,2266000,2,650,0,84200000,8170000,58000000,55,21,12180000.0,45820000.0,79.0,14,11.6,552700,18.04,798000,245300,18.04,1.8376254910519423,14.781979373982269,0.6926065162907268,73.9556135770235,40,0,100.0,98.16843611112658,6.128,892.5,197.5,Adulto,Bajo,Regular,Medio,Excelente,65.0,Bajo,False
22,Medellín,3,Bachiller,Soltero,2,Informal,0.5,2000000,1430900,0,756,0,3000000,8250000,57000000,5,10,5700000.0,51300000.0,90.0,23,11.21,519100,25.96,569100,50000,25.96,0.05847953216374269,15.892891543055288,1.0382,71.545,-30,0,5.0,0.0,2.0,11.0,129.6,Joven,Muy Bajo,Bueno,Alto,Aceptable,45.4,Medio,False
65,Medellín,2,Bachiller,Soltero,0,Informal,10.0,1416000,997000,0,774,0,82400000,810000,31000000,4,16,4960000.0,26040000.0,84.0,10,10.31,348600,24.62,419000,70400,24.62,3.164362519201229,2.323580034423408,0.831980906921241,70.40960451977402,-80,0,100.0,0.0,1.416,650.0,105.84,Adulto Mayor,Muy Bajo,Bueno,Alto,Bueno,66.0,Bajo,False
48,Bogotá,3,Técnico,Soltero,1,Formal,17.5,4702000,3005000,1,819,0,256400000,34540000,127000000,12,18,22860000.0,104140000.0,82.0,18,8.82,963500,20.49,1697000,733500,20.49,2.4620702899942386,35.8484691229891,0.5677666470241602,63.908974904296045,40,0,125.0,86.46647167633873,9.404,840.0,66.42,Adulto,Medio-Bajo,Muy Bueno,Alto,Bueno,90.0,Bajo,False
40,Bogotá,3,Profesional,Soltero,1,Formal,13.5,4956000,3053000,0,849,0,177800000,46930000,123000000,3,24,29520000.0,93480000.0,76.0,11,8.5,1092400,22.04,1903000,810600,22.04,1.9020111253744116,42.960454046136945,0.5740409879138203,61.602098466505254,40,0,125.0,0.0,14.868000000000002,540.0,38.76,Adulto Joven,Medio-Bajo,Muy Bueno,Medio,Bueno,97.0,Bajo,False
37,Barranquilla,3,Bachiller,Unión Libre,1,Formal,19.0,1877000,1183100,0,800,0,37200000,8640000,77000000,10,11,8470000.0,68530000.0,89.0,22,10.02,643900,34.3,693900,50000,34.3,0.5428279585582957,13.418232644820625,1.09135593220339,63.03143313798615,40,0,125.0,0.0,1.877,703.0,89.0,Adulto Joven,Muy Bajo,Bueno,Alto,Límite,63.0,Medio,False
40,Bogotá,3,Bachiller,Unión Libre,1,Formal,22.0,3488000,2217200,0,802,0,134200000,9370000,121000000,5,14,16940000.0,100854595.1095586,83.35090504922198,11,9.26,1220800,35.0,1270800,50000,35.0,1.330628513794718,7.675294888597641,1.2306451612903226,63.56651376146789,40,0,125.0,0.0,3.488,880.0,81.68388694823754,Adulto Joven,Bajo,Muy Bueno,Alto,Límite,63.0,Medio,False
43,Cúcuta,2,Bachiller,Unión Libre,3,Formal,8.0,2645000,1984000,0,839,1,132500000,8630000,49000000,28,19,9310000.0,39690000.0,81.0,10,8.87,500000,18.9,661000,161000,18.9,3.3383723859914336,17.26,0.75642965204236,75.00945179584122,40,0,105.0,0.0,2.645,344.0,49.41,Adulto,Bajo,Muy Bueno,Alto,Excelente,80.0,Bajo,False
44,Cartagena,3,Bachiller,Divorciado,0,Formal,26.0,3633000,2041000,0,827,0,131800000,23500000,91000000,3,23,20930000.0,70070000.0,77.0,12,8.59,781300,21.51,1592000,810700,21.51,1.8809761666904523,30.078075003199796,0.4907663316582915,56.1794660060556,40,0,125.0,0.0,3.633,1144.0,56.21,Adulto,Medio-Bajo,Muy Bueno,Medio,Bueno,97.0,Bajo,False
43,Bogotá,5,Técnico,Casado,3,Formal,8.5,6646000,4166000,0,835,0,387300000,41990000,218000000,12,17,37060000.0,180940000.0,83.0,16,8.92,1772600,26.67,2480000,707400,26.67,2.1404885597435612,23.68836736996502,0.714758064516129,62.68432139632863,40,0,110.0,0.0,13.292,365.5,53.95,Adulto,Medio,Muy Bueno,Alto,Aceptable,85.75,Bajo,False
38,Barranquilla,1,Técnico,Soltero,1,Formal,3.5,1869000,1286000,0,789,0,27400000,3150000,59000000,26,10,5900000.0,53100000.0,90.0,20,10.58,533000,28.52,583000,50000,28.52,0.5160075329566854,5.909943714821764,1.1413276231263383,68.80684858212948,40,0,60.0,0.0,3.738,133.0,99.9,Adulto Joven,Muy Bajo,Bueno,Alto,Aceptable,50.25,Medio,False
36,Cali,2,Bachiller,Soltero,2,Formal,2.5,2206000,1654000,0,802,0,34400000,4810000,61000000,13,10,6100000.0,54900000.0,90.0,18,9.65,536600,24.32,552000,15400,24.32,0.6265938069216758,8.963846440551622,0.9721014492753624,74.97733454215775,40,0,50.0,0.0,2.206,90.0,88.2,Adulto Joven,Bajo,Muy Bueno,Alto,Bueno,63.75,Medio,False
36,Bogotá,6,Técnico,Casado,2,Informal,10.0,7098000,3908000,0,826,3,804900000,60690000,248000000,1,21,52080000.0,195920000.0,79.0,23,9.46,1744200,24.57,3190000,1445800,24.57,4.108309514087383,34.7953216374269,0.5467711598746081,55.05776275007044,40,0,100.0,0.0,14.196,360.0,58.46,Adulto Joven,Medio,Muy Bueno,Medio,Bueno,90.0,Bajo,False
36,Bogotá,1,Bachiller,Casado,2,Informal,2.5,2343000,1508700,0,792,1,110300000,4450000,90000000,15,13,11700000.0,78300000.0,87.0,22,10.92,784300,33.47,834300,50000,33.47,1.408684546615581,5.6738492923626165,1.33839590443686,64.39180537772087,40,0,25.0,0.0,2.343,90.0,93.96,Adulto Joven,Bajo,Bueno,Alto,Límite,45.0,Medio,False
49,Medellín,2,Bachiller,Casado,0,Formal,5.0,1567000,968600,0,800,0,42900000,6420000,54000000,9,14,7560000.000000001,41394470.98976109,76.65642775881683,10,10.06,548400,35.0,598400,50000,35.0,1.0363702923178146,11.706783369803064,1.0250467289719627,61.81238034460753,40,0,75.0,0.0,1.567,245.0,76.65642775881683,Adulto,Muy Bajo,Bueno,Medio,Límite,59.5,Medio,False
43,Barranquilla,2,Bachiller,Unión Libre,1,Informal,3.5,1541000,951600,0,776,0,29000000,3880000,55000000,25,10,5500000.0,46731708.38438649,84.96674251706634,15,11.28,539400,35.0,589400,50000,35.0,0.6205636601483454,7.1931776047460145,1.401038961038961,61.752109020116805,40,0,35.0,0.0,1.541,150.5,105.35876072116226,Adulto,Muy Bajo,Bueno,Alto,Límite,45.8,Medio,False
22,Cali,2,Bachiller,Unión Libre,2,Informal,0.5,1457000,906000,1,681,0,1500000,2470000,53000000,23,10,5300000.0,47700000.0,90.0,28,12.18,501000,34.39,551000,50000,34.39,0.031446540880503145,4.930139720558882,1.3763736263736264,62.18256691832532,-30,0,5.0,86.46647167633873,1.457,11.0,197.1,Joven,Muy Bajo,Regular,Alto,Límite,27.4,Alto,False
44,Cali,3,Posgrado,Soltero,0,Formal,11.0,5790000,3386000,0,850,0,166900000,26430000,118000000,4,22,25960000.0,92040000.0,78.0,11,8.64,1082700,18.7,2404000,1321300,18.7,1.813342025206432,24.411194236630646,0.45037437603993347,58.480138169257344,40,0,125.0,0.0,23.16,484.0,39.0,Adulto,Medio,Muy Bueno,Medio,Excelente,97.0,Bajo,False
39,Cartagena,3,Técnico,Unión Libre,3,Formal,10.0,5328000,3996000,0,820,1,244800000,17680000,84000000,27,17,14280000.000000002,69720000.0,83.0,24,8.97,590300,11.08,1332000,741700,11.08,3.5111876075731496,29.95087243774352,0.4431681681681682,75.0,40,0,125.0,0.0,10.656,390.0,66.4,Adulto Joven,Medio,Muy Bueno,Alto,Excelente,93.0,Bajo,False
37,Cartagena,3,Profesional,Casado,2,Formal,19.0,5731000,4223000,0,835,0,125200000,24190000,107000000,3,24,25680000.0,81320000.0,76.0,15,8.51,801300,13.98,1508000,706700,13.98,1.5395966551893754,30.188443778859355,0.5313660477453581,73.68696562554527,40,0,125.0,0.0,17.192999999999998,703.0,49.4,Adulto Joven,Medio,Muy Bueno,Medio,Excelente,97.0,Bajo,False
